token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
273,INF090I01841,Growth,Franklin India Opportunities Fund - (G),Regular,F047-GR,227.707,-6.69,-2.86,5000.00,,11th February 2025
275,INF090I01DH4,Dividend - Payout,Franklin India Corporate Debt Fund - (IDCW-A),Regular,FR013P-DP,17.2391,0.00,-0.01,10000.00,ANNUAL,11th February 2025
275,INF090I01DI2,Dividend - Reinvest,Franklin India Corporate Debt Fund - (IDCW-A),Regular,F013-DR-A,17.2391,0.00,-0.01,10000.00,ANNUAL,11th February 2025
276,INF090I01DN2,Dividend - Payout,Franklin India Corporate Debt Fund - (IDCW-H),Regular,FR041P-DP,12.7403,0.00,0.00,10000.00,HALF YEARLY,11th February 2025
276,INF090I01DO0,Dividend - Reinvest,Franklin India Corporate Debt Fund - (IDCW-H),Regular,F041-DR-H,12.7403,0.00,0.00,10000.00,HALF YEARLY,11th February 2025
279,INF109K01415,Growth,ICICI Pru FMCG Fund - (G),Regular,FMCG,464.99,-1.78,-0.38,5000.00,,10th February 2025
280,INF109K01423,Dividend - Reinvest,ICICI Pru FMCG Fund - (IDCW),Regular,ICFMCG-DR,85.94,-0.33,-0.38,5000.00,,10th February 2025
280,INF109K01EO2,Dividend - Payout,ICICI Pru FMCG Fund - (IDCW),Regular,ICICI42P-DP,85.94,-0.33,-0.38,5000.00,,10th February 2025
281,INF109K01480,Growth,ICICI Pru Equity & Debt Fund - (G),Regular,ICICI61-GR,357.18,-4.13,-1.14,5000.00,,11th February 2025
282,INF109K01498,Dividend - Reinvest,ICICI Pru Equity & Debt Fund - (IDCW-M),Regular,ICICI62-DR,40.59,-0.47,-1.14,5000.00,MONTHLY,11th February 2025
282,INF109K01DX5,Dividend - Payout,ICICI Pru Equity & Debt Fund - (IDCW-M),Regular,ICICI62P-DP,40.59,-0.47,-1.14,5000.00,MONTHLY,11th February 2025
283,INF109K01506,Growth,ICICI Pru Technology Fund (G),Regular,TECH,210.49,-2.09,-0.98,5000.00,,10th February 2025
284,INF109K01JR4,Growth,ICICI Pru Gilt Fund (G),Regular,ICICI53-GR,98.9931,0.08,0.08,5000.00,,11th February 2025
285,INF109K01JP8,Dividend - Reinvest,ICICI Pru Gilt Fund (IDCW),Regular,ICICI54-DR,18.4067,0.02,0.09,5000.00,HALF YEARLY,11th February 2025
285,INF109K01JQ6,Dividend - Payout,ICICI Pru Gilt Fund (IDCW),Regular,ICICI54P-DP,18.4067,0.02,0.09,5000.00,HALF YEARLY,11th February 2025
288,INF204K01CP2,Dividend - Payout,Nippon India Income Fund - (IDCW-Q),Regular,RELINF-DP-Q,13.1788,0.01,0.07,10000.00,QUARTERLY,11th February 2025
288,INF204K01CQ0,Dividend - Reinvest,Nippon India Income Fund - (IDCW-Q),Regular,RELINF-DR-Q,13.1788,0.01,0.07,10000.00,QUARTERLY,11th February 2025
289,INF204K01CR8,Dividend - Payout,Nippon India Income Fund - (IDCW-HY),Regular,RELINF-DP-H,12.5837,0.00,0.03,5000.00,HALF YEARLY,11th February 2025
289,INF204K01CS6,Dividend - Reinvest,Nippon India Income Fund - (IDCW-HY),Regular,RELINF-DR-H,12.5837,0.00,0.03,5000.00,HALF YEARLY,11th February 2025
290,INF204K01CT4,Dividend - Payout,Nippon India Income Fund - (IDCW-A),Regular,RELINF-DP-A,13.5542,0.00,0.03,5000.00,ANNUAL,11th February 2025
290,INF204K01CU2,Dividend - Reinvest,Nippon India Income Fund - (IDCW-A),Regular,RELINF-DR-A,13.5542,0.00,0.03,5000.00,ANNUAL,11th February 2025
291,INF277K01I60,Dividend - Payout,Tata ELSS Tax Saver Fund (IDCW),Regular,TATSFP-DP,94.4674,-2.07,-2.15,500.00,,11th February 2025
291,INF277K01I78,Dividend - Reinvest,Tata ELSS Tax Saver Fund (IDCW),Regular,TATSF-DR,94.4674,-2.07,-2.15,500.00,,11th February 2025
294,INF277K01535,Dividend - Reinvest,Tata Gilt Securities Fund - Regular (IDCW),Regular,GFD-DR,20.9047,0.00,0.02,5000.00,QUARTERLY,11th February 2025
294,INF277K01DN1,Dividend - Payout,Tata Gilt Securities Fund - Regular (IDCW),Regular,GFDP,20.9047,0.00,0.02,5000.00,QUARTERLY,11th February 2025
295,INF277K01519,Growth,Tata Gilt Securities Fund - Regular (G),Regular,GFG-TATA,75.4122,0.01,0.02,5000.00,,11th February 2025
306,INF903J01538,Growth,Sundaram Diversified Equity (G),Regular,SBNP14-GR,202.4312,-3.18,-1.55,500.00,INTERIM,11th February 2025
322,INF917K01AF4,Dividend - Payout,HSBC Corporate Bond Fund - (IDCW-Qtrly),Regular,HS01P-DP,11.0118,0.00,0.02,5000.00,QUARTERLY,11th February 2025
322,INF917K01AG2,Dividend - Reinvest,HSBC Corporate Bond Fund - (IDCW-Qtrly),Regular,HS01-DR,11.0118,0.00,0.02,5000.00,QUARTERLY,11th February 2025
332,INF200K01LL0,Dividend - Reinvest,SBI Magnum Ultra Short Duration Fund - (IDCW-W),Regular,SB086-DR,1265.4333,0.22,0.02,5000.00,WEEKLY,11th February 2025
335,INF200K01404,Dividend - Payout,SBI Consumption Opportunities Fund (IDCW),Regular,033-DP,178.5649,-4.65,-2.54,5000.00,,11th February 2025
335,INF200K01412,Dividend - Reinvest,SBI Consumption Opportunities Fund (IDCW),Regular,033-DR,178.5649,-4.65,-2.54,5000.00,,11th February 2025
336,INF200K01420,Dividend - Payout,SBI Technology Opportunities Fund (IDCW),Regular,034-DP,132.3771,-0.89,-0.67,5000.00,,10th February 2025
336,INF200K01438,Dividend - Reinvest,SBI Technology Opportunities Fund (IDCW),Regular,034-DR,132.3771,-0.89,-0.67,5000.00,,10th February 2025
337,INF200K01453,Dividend - Payout,SBI Healthcare Opportunities Fund (IDCW),Regular,035-DP,262.8813,-5.58,-2.08,5000.00,,10th February 2025
337,INF200K01461,Dividend - Reinvest,SBI Healthcare Opportunities Fund (IDCW),Regular,035-DR,262.8813,-5.58,-2.08,5000.00,,10th February 2025
347,INF767K01683,Dividend - Payout,LIC MF Gilt Fund - Regular (IDCW),Regular,LCGLDP-DP,16.6987,0.00,-0.01,10000.00,QUARTERLY,11th February 2025
347,INF767K01691,Dividend - Reinvest,LIC MF Gilt Fund - Regular (IDCW),Regular,LCGLDP-DR,16.6987,0.00,-0.01,10000.00,QUARTERLY,11th February 2025
354,INF767K01105,Growth,LIC MF Large Cap Fund (G),Regular,LCGFGP-GR,50.9183,-0.98,-1.89,5000.00,,11th February 2025
356,INF767K01816,Dividend - Payout,LIC MF Conservative Hybrid Fund - Regular (IDCW-M),Regular,LCMIMD-DP,13.0762,-0.03,-0.26,5000.00,MONTHLY,11th February 2025
356,INF767K01824,Dividend - Reinvest,LIC MF Conservative Hybrid Fund - Regular (IDCW-M),Regular,LCMIMD-DR,13.0762,-0.03,-0.26,5000.00,MONTHLY,11th February 2025
357,INF767K01808,Growth,LIC MF Conservative Hybrid Fund - Regular (G),Regular,LCMIGP-GR,79.6243,-0.20,-0.25,5000.00,,11th February 2025
361,INF767K01030,Growth,LIC MF Aggressive Hybrid Fund - Regular (G),Regular,LCBLGP-GR,177.9073,-3.47,-1.91,5000.00,,11th February 2025
362,INF044D01989,Growth,Taurus Flexi Cap Fund (G),Regular,TMFSSGP-GR,212.39,-3.44,-1.59,500.00,,11th February 2025
362,INF044D01989,Growth,Taurus Flexi Cap Fund (G),Regular,TRSSGP-GR,212.39,-3.44,-1.59,500.00,,11th February 2025
364,INF740K01094,Growth,DSP Equity Opportunities Fund (G),Regular,DSP66-GR,558.382,-11.28,-1.98,100.00,,11th February 2025
365,INF767K01709,Growth,LIC MF Gilt Fund - Regular (G),Regular,LCGLGP-GR,57.9313,0.01,0.02,10000.00,,11th February 2025
366,INF767K01923,Growth,LIC MF Medium to Long Duration Fund-Reg (G),Regular,LCBFGP-GR,69.7849,0.06,0.09,5000.00,,11th February 2025
367,INF767K01907,Dividend - Payout,LIC MF Medium to Long Duration Fund-Reg (IDCW),Regular,LCBFDP-DP,15.2965,0.02,0.11,5000.00,QUARTERLY,11th February 2025
367,INF767K01915,Dividend - Reinvest,LIC MF Medium to Long Duration Fund-Reg (IDCW),Regular,LCBFDP-DR,15.2965,0.02,0.11,5000.00,QUARTERLY,11th February 2025
390,INF044D01773,Growth,Taurus Large Cap Fund (G),Regular,TMFBEGP-GR,143.61,-2.46,-1.68,500.00,BONUS,11th February 2025
390,INF044D01773,Growth,Taurus Large Cap Fund (G),Regular,TRBEGP-GR,143.61,-2.46,-1.68,500.00,BONUS,11th February 2025
407,INF789F01679,Dividend - Payout,UTI-Healthcare Fund (IDCW),Regular,UTIPHARMA-DP,204.0911,-5.89,-2.80,5000.00,INTERIM,11th February 2025
407,INF789F01687,Dividend - Reinvest,UTI-Healthcare Fund (IDCW),Regular,UTIPHARMA-DR,204.0911,-5.89,-2.80,5000.00,INTERIM,11th February 2025
413,INF189A01046,Dividend - Payout,UTI-Large & Mid Cap Fund (IDCW),Regular,UTITOP100-DP,79.1829,-1.74,-2.15,5000.00,INTERIM,11th February 2025
413,INF789F01851,Dividend - Reinvest,UTI-Large & Mid Cap Fund (IDCW),Regular,UTITOP100-DR,79.1829,-1.74,-2.15,5000.00,INTERIM,11th February 2025
416,INF189A01053,Dividend - Payout,UTI-Flexi Cap Fund (IDCW),Regular,UTIEQUITY-DP,199.2497,-3.79,-1.87,5000.00,INTERIM,11th February 2025
416,INF789F01505,Dividend - Reinvest,UTI-Flexi Cap Fund (IDCW),Regular,UTIEQUITY-DR,199.2497,-3.79,-1.87,5000.00,INTERIM,11th February 2025
424,INF789F01BF5,Growth,UTI-Money Market Fund (G),Regular,UTIMMGP-GR,6905.7907,1.63,0.02,10000.00,,11th February 2025
435,INF277K01410,Dividend - Reinvest,Tata Large & Mid Cap Fund - Regular (IDCW),Regular,EOD-DR,76.8027,-1.69,-2.15,5000.00,INTERIM,11th February 2025
435,INF277K01DH3,Dividend - Payout,Tata Large & Mid Cap Fund - Regular (IDCW),Regular,EOD-DP,76.8027,-1.69,-2.15,5000.00,INTERIM,11th February 2025
436,INF277K01428,Growth,Tata Large & Mid Cap Fund - Regular (G),Regular,EOG,476.4669,-10.49,-2.15,5000.00,,11th February 2025
449,INF767K01956,Growth,LIC MF ELSS Tax Saver - Regular (G),Regular,LCTPGP-GR,141.7882,-3.32,-2.29,500.00,,11th February 2025
456,INF760K01084,Dividend - Payout,Canara Robeco ELSS Tax Saver (IDCW),Regular,CRETDP-DP,46.05,-0.92,-1.96,500.00,INTERIM,11th February 2025
456,INF760K01092,Dividend - Reinvest,Canara Robeco ELSS Tax Saver (IDCW),Regular,CRETDP-DR,46.05,-0.92,-1.96,500.00,INTERIM,11th February 2025
458,INF760K01AB7,Dividend - Payout,Canara Robeco Gilt Fund (IDCW),Regular,CRGLDP-DP,15.1766,0.01,0.04,5000.00,QUARTERLY,11th February 2025
458,INF760K01AC5,Dividend - Reinvest,Canara Robeco Gilt Fund (IDCW),Regular,CRGLDP-DR,15.1766,0.01,0.04,5000.00,QUARTERLY,11th February 2025
466,INF760K01308,Dividend - Payout,Canara Robeco Conservative Hybrid Fund (IDCW-M),Regular,CRMIDP-DP,13.1149,-0.07,-0.49,5000.00,MONTHLY,11th February 2025
466,INF760K01316,Dividend - Reinvest,Canara Robeco Conservative Hybrid Fund (IDCW-M),Regular,CRMIDP-DR,13.1149,-0.07,-0.49,5000.00,MONTHLY,11th February 2025
536,INF917K01AH0,Growth,HSBC Corporate Bond Fund - (Growth),Regular,HS02-GR,70.4386,0.01,0.01,5000.00,QUARTERLY,11th February 2025
547,INF277K01899,Dividend - Reinvest,Tata Equity Saving Fund - (IDCW-M),Regular,IFM-DR,17.1794,-0.04,-0.24,5000.00,MONTHLY,10th February 2025
547,INF277K01EE8,Dividend - Payout,Tata Equity Saving Fund - (IDCW-M),Regular,IFM-DP,17.1794,-0.04,-0.24,5000.00,MONTHLY,10th February 2025
550,INF084M01AB8,Growth,Aditya Birla SL Balanced Advantage Fund (G),Regular,BS105G-GR,97.71,-0.99,-1.00,100.00,,11th February 2025
561,INF090I01775,Growth,Franklin India ELSS Tax Saver Fund - Regular (G),Regular,034-GR,1358.861,-25.86,-1.87,500.00,,11th February 2025
562,INF090I01783,Dividend - Payout,Franklin India ELSS Tax Saver Fund - Regular (IDCW,Regular,F035-DP,61.592,-1.17,-1.86,500.00,INTERIM,11th February 2025
562,INF090I01791,Dividend - Reinvest,Franklin India ELSS Tax Saver Fund - Regular (IDCW,Regular,F035-DR,61.592,-1.17,-1.86,500.00,INTERIM,11th February 2025
563,INF179KB1HR5,Growth,HDFC Money Market Fund (G),Regular,HD53N-GR,5541.3572,1.20,0.02,100.00,,11th February 2025
564,INF179K01442,Growth,HDFC Low Duration Fund (G),Regular,54,55.9459,0.01,0.01,100.00,,11th February 2025
571,INF760K01AE1,Growth,Canara Robeco Gilt Fund (G),Regular,CRGLGP-GR,73.2287,0.02,0.03,5000.00,,11th February 2025
572,INF966L01119,Dividend - Payout,Quant ELSS Tax Saver Fund - Regular (IDCW),Regular,QUTPDP-DP,45.1187,-0.73,-1.59,500.00,INTERIM,11th February 2025
573,INF179K01426,Growth,HDFC Capital Builder Value Fund - (G),Regular,62,664.254,-11.96,-1.77,100.00,,11th February 2025
585,INF179KB1II2,Dividend - Reinvest,HDFC Money Market Fund (IDCW-W),Regular,HD51RN-DR,1062.7002,-1.24,-0.12,100.00,WEEKLY,11th February 2025
590,INF917K01BP1,Growth,HSBC Gilt Fund (G),Regular,HS44-GR,64.1759,0.02,0.02,5000.00,,11th February 2025
591,INF917K01BN6,Dividend - Payout,HSBC Gilt Fund (IDCW-Q),Regular,HS43P-DP,10.9839,0.00,0.04,5000.00,QUARTERLY,11th February 2025
591,INF917K01BO4,Dividend - Reinvest,HSBC Gilt Fund (IDCW-Q),Regular,HS43-DR,10.9839,0.00,0.04,5000.00,QUARTERLY,11th February 2025
597,INF179K01962,Growth,HDFC Income Fund (G),Regular,IFG-HDFC-DP,56.2418,0.05,0.09,100.00,,11th February 2025
598,INF179K01830,Growth,HDFC Balanced Advantage Fund (G),Regular,GFG-HDFC,479.588,-5.07,-1.05,100.00,,11th February 2025
600,INF194K01IL1,Growth,Bandhan Bond Fund - Income Plan - Reg (G),Regular,IDFCSSG-GR,63.0226,0.00,0.00,1000.00,,11th February 2025
603,INF204K01EJ1,Dividend - Payout,Nippon India Corporate Bond Fund - (IDCW-M),Regular,RELMTF-DP-M,11.6529,0.00,0.02,5000.00,MONTHLY,11th February 2025
603,INF204K01EK9,Dividend - Reinvest,Nippon India Corporate Bond Fund - (IDCW-M),Regular,RELMTF-DR-M,11.6529,0.00,0.02,5000.00,MONTHLY,11th February 2025
604,INF204K01EL7,Dividend - Payout,Nippon India Corporate Bond Fund - (IDCW-Q),Regular,RELMTF-DP-Q,12.025,0.01,0.04,5000.00,QUARTERLY,11th February 2025
604,INF204K01EM5,Dividend - Reinvest,Nippon India Corporate Bond Fund - (IDCW-Q),Regular,RELMTF-DR-Q,12.025,0.01,0.04,5000.00,QUARTERLY,11th February 2025
605,INF204K01EF9,Growth,Nippon India Corporate Bond Fund - (G),Regular,RELMTF-GR,57.7846,0.02,0.04,1000.00,,11th February 2025
613,INF194K01IS6,Dividend - Reinvest,Bandhan Bond Fund - Income Plan - Reg (IDCW-Q),Regular,IFSSD-DR,11.9683,0.00,-0.01,1000.00,QUARTERLY,11th February 2025
613,INF194K01IT4,Dividend - Payout,Bandhan Bond Fund - Income Plan - Reg (IDCW-Q),Regular,IFSSD-DP,11.9683,0.00,-0.01,1000.00,QUARTERLY,11th February 2025
614,INF179K01BE2,Growth,HDFC Large Cap Fund - Regular (G),Regular,44,1057.285,-16.81,-1.56,100.00,,11th February 2025
615,INF209KA1LQ4,Dividend - Reinvest,Aditya Birla SL Low Duration Fund (IDCW-W),Regular,BS44NRD-DR,100.7287,0.02,0.02,100.00,WEEKLY,11th February 2025
616,INF090I01EA7,Growth,Franklin India Debt Hybrid Fund - (G),Regular,F063-GR,86.2239,-0.43,-0.49,10000.00,,11th February 2025
617,INF090I01EB5,Dividend - Payout,Franklin India Debt Hybrid Fund - (IDCW-M),Regular,FR064P-DP,13.0843,-0.07,-0.50,10000.00,MONTHLY,11th February 2025
617,INF090I01EC3,Dividend - Reinvest,Franklin India Debt Hybrid Fund - (IDCW-M),Regular,F064-DR-M,13.0843,-0.07,-0.50,10000.00,MONTHLY,11th February 2025
618,INF090I01ED1,Dividend - Payout,Franklin India Debt Hybrid Fund - (IDCW-Q),Regular,FR065P-DP,12.2062,-0.06,-0.52,10000.00,QUARTERLY,11th February 2025
618,INF090I01EE9,Dividend - Reinvest,Franklin India Debt Hybrid Fund - (IDCW-Q),Regular,F065-DR-Q,12.2062,-0.06,-0.52,10000.00,QUARTERLY,11th February 2025
622,INF179K01947,Dividend - Payout,HDFC Income Fund (IDCW-Q),Regular,IFD-HDFC-DP,11.4223,0.01,0.11,100.00,QUARTERLY,11th February 2025
622,INF179K01954,Dividend - Reinvest,HDFC Income Fund (IDCW-Q),Regular,HDFCIFDR-DR,11.4223,0.01,0.11,100.00,QUARTERLY,11th February 2025
623,INF179K01814,Dividend - Payout,HDFC Balanced Advantage Fund (IDCW),Regular,GFD-DP,37.456,-0.39,-1.04,100.00,,11th February 2025
623,INF179K01822,Dividend - Reinvest,HDFC Balanced Advantage Fund (IDCW),Regular,HDFCGFDD-DR,37.456,-0.39,-1.04,100.00,,11th February 2025
627,INF173K01940,Growth,Sundaram Multi Cap Fund (G),Regular,SUMGGP-GR,341.6356,-7.76,-2.22,100.00,,11th February 2025
628,INF173K01957,Dividend - Payout,Sundaram Multi Cap Fund (IDCW-H),Regular,SUMGDP-DP,62.6061,-1.42,-2.22,100.00,HALF YEARLY,11th February 2025
628,INF173K01965,Dividend - Reinvest,Sundaram Multi Cap Fund (IDCW-H),Regular,SUMGDP-DR,62.6061,-1.42,-2.22,100.00,HALF YEARLY,11th February 2025
629,INF173K01CL8,Growth,Sundaram Aggressive Hybrid Fund - (G),Regular,SUSBGP-GR,149.6024,-2.15,-1.42,100.00,,11th February 2025
630,INF173K01CI4,Dividend - Payout,Sundaram Aggressive Hybrid Fund - (IDCW-M),Regular,SUSBDP-DP,27.3096,-0.39,-1.41,100.00,MONTHLY,11th February 2025
630,INF173K01CJ2,Dividend - Reinvest,Sundaram Aggressive Hybrid Fund - (IDCW-M),Regular,SUSBDP-DR,27.3096,-0.39,-1.41,100.00,MONTHLY,11th February 2025
639,INF179K01BB8,Growth,HDFC ELSS Tax Saver Fund (G),Regular,32,1279.612,-18.46,-1.42,500.00,,11th February 2025
647,INF109K01514,Dividend - Reinvest,ICICI Pru Technology Fund (IDCW),Regular,TECH-DR,72.53,-0.72,-0.98,5000.00,INTERIM,10th February 2025
647,INF109K01FO9,Dividend - Payout,ICICI Pru Technology Fund (IDCW),Regular,ICICI72P-DP,72.53,-0.72,-0.98,5000.00,INTERIM,10th February 2025
651,INF179KB1HK0,Growth,HDFC Liquid Fund (G),Regular,HDLFGN-GR,4990.3362,1.06,0.02,100.00,,11th February 2025
652,INF179KB1IE1,Dividend - Reinvest,HDFC Liquid Fund (IDCW-W),Regular,HDLFRN-DR,1031.2481,-1.27,-0.12,5000.00,WEEKLY,11th February 2025
655,INF204K01UK5,Dividend - Reinvest,Nippon India Liquid Fund - Retail (IDCW-W),Regular,RLLFDP-DR,1034.8792,0.21,0.02,5000.00,WEEKLY,11th February 2025
671,INF090I01825,Dividend - Payout,Franklin India Equity Hybrid Fund - (IDCW),Regular,FR046P-DP,29.4043,-0.44,-1.46,5000.00,,11th February 2025
671,INF090I01833,Dividend - Reinvest,Franklin India Equity Hybrid Fund - (IDCW),Regular,F046-DR,29.4043,-0.44,-1.46,5000.00,,11th February 2025
672,INF090I01858,Dividend - Payout,Franklin India Opportunities Fund - (IDCW),Regular,FR048P-DP,35.3996,-1.04,-2.86,5000.00,,11th February 2025
672,INF090I01866,Dividend - Reinvest,Franklin India Opportunities Fund - (IDCW),Regular,F048-DR,35.3996,-1.04,-2.86,5000.00,,11th February 2025
678,INF200K01982,Growth,SBI Magnum Gilt Fund - (G),Regular,040A,63.9298,0.03,0.05,5000.00,,11th February 2025
679,INF200K01990,Dividend - Payout,SBI Magnum Gilt Fund - (IDCW),Regular,039A-DP,19.6583,0.01,0.04,5000.00,QUARTERLY,11th February 2025
679,INF200K01AA6,Dividend - Reinvest,SBI Magnum Gilt Fund - (IDCW),Regular,039A-DR,19.6583,0.01,0.04,5000.00,QUARTERLY,11th February 2025
680,INF200K01AN9,Growth,SBI Magnum Constant Maturity Fund (G),Regular,038,61.3544,0.10,0.17,5000.00,,11th February 2025
681,INF200K01AO7,Dividend - Payout,SBI Magnum Constant Maturity Fund (IDCW),Regular,037-DP,19.9545,0.03,0.17,5000.00,MONTHLY,11th February 2025
681,INF200K01AP4,Dividend - Reinvest,SBI Magnum Constant Maturity Fund (IDCW),Regular,037-DR,19.9545,0.03,0.17,5000.00,MONTHLY,11th February 2025
687,INF194K01HF5,Growth,Bandhan Bond Fund - STP - Regular (G),Regular,IDFCSTG-GR,55.1131,0.02,0.04,1000.00,,11th February 2025
688,INF194K01HG3,Dividend - Reinvest,Bandhan Bond Fund - STP - Regular (IDCW-M),Regular,IFSTD-DR,10.3722,0.00,0.02,1000.00,MONTHLY,11th February 2025
688,INF194K01HH1,Dividend - Payout,Bandhan Bond Fund - STP - Regular (IDCW-M),Regular,IFSTD-DP,10.3722,0.00,0.02,1000.00,MONTHLY,11th February 2025
704,INF194K01IP2,Dividend - Reinvest,Bandhan Bond Fund - Income Plan - Reg (IDCW-H),Regular,IFSSH-DR,11.8038,0.00,0.03,1000.00,HALF YEARLY,11th February 2025
704,INF194K01IQ0,Dividend - Payout,Bandhan Bond Fund - Income Plan - Reg (IDCW-H),Regular,IFSSH-DP,11.8038,0.00,0.03,1000.00,HALF YEARLY,11th February 2025
705,INF194K01IM9,Dividend - Reinvest,Bandhan Bond Fund - Income Plan - Reg (IDCW-A),Regular,IFSSA-DR,12.1224,0.00,0.02,1000.00,ANNUAL,11th February 2025
705,INF194K01IN7,Dividend - Payout,Bandhan Bond Fund - Income Plan - Reg (IDCW-A),Regular,IFSSA-DP,12.1224,0.00,0.02,1000.00,ANNUAL,11th February 2025
706,INF966L01234,Growth,Quant Active Fund (G),Regular,QUGFGP-GR,582.4562,-14.38,-2.41,5000.00,,11th February 2025
707,INF966L01267,Growth,Quant Absolute Fund (G),Regular,QUBFGP-GR,378.6757,-4.04,-1.06,5000.00,,11th February 2025
708,INF966L01200,Growth,Quant Multi Asset Fund (G),Regular,QUGLGP-GR,127.6201,-1.89,-1.46,5000.00,,11th February 2025
742,INF200K01859,Growth,SBI Conservative Hybrid Fund - (G),Regular,082G,68.8834,-0.34,-0.49,5000.00,,11th February 2025
743,INF200K01867,Dividend - Payout,SBI Conservative Hybrid Fund - (IDCW-M),Regular,082M-DP,21.1592,-0.10,-0.47,5000.00,MONTHLY,11th February 2025
743,INF200K01875,Dividend - Reinvest,SBI Conservative Hybrid Fund - (IDCW-M),Regular,41-DR,21.1592,-0.10,-0.47,5000.00,MONTHLY,11th February 2025
744,INF200K01883,Dividend - Payout,SBI Conservative Hybrid Fund - (IDCW-Q),Regular,42-DP,19.8668,-0.10,-0.52,5000.00,QUARTERLY,11th February 2025
744,INF200K01891,Dividend - Reinvest,SBI Conservative Hybrid Fund - (IDCW-Q),Regular,42-DR,19.8668,-0.10,-0.52,5000.00,QUARTERLY,11th February 2025
745,INF200K01909,Dividend - Payout,SBI Conservative Hybrid Fund - (IDCW-A),Regular,43-DP,24.2977,-0.12,-0.50,5000.00,ANNUAL,11th February 2025
745,INF200K01917,Dividend - Reinvest,SBI Conservative Hybrid Fund - (IDCW-A),Regular,43-DR,24.2977,-0.12,-0.50,5000.00,ANNUAL,11th February 2025
747,INF966L01176,Growth,Quant Mid Cap Fund (G),Regular,QUOFGP-GR,200.3461,-4.37,-2.14,5000.00,,11th February 2025
748,INF966L01150,Dividend - Payout,Quant Mid Cap Fund (IDCW),Regular,QUOFDP-DP,71.2231,-1.56,-2.14,5000.00,MONTHLY,11th February 2025
748,INF966L01168,Dividend - Reinvest,Quant Mid Cap Fund (IDCW),Regular,QUOFDP-DR,71.2231,-1.56,-2.14,5000.00,MONTHLY,11th February 2025
749,INF966L01218,Dividend - Payout,Quant Active Fund (IDCW),Regular,QUGFDP-DP,66.6143,-1.65,-2.41,5000.00,INTERIM,11th February 2025
749,INF966L01226,Dividend - Reinvest,Quant Active Fund (IDCW),Regular,QUGFDP-DR,66.6143,-1.65,-2.41,5000.00,INTERIM,11th February 2025
750,INF966L01242,Dividend - Payout,Quant Absolute Fund (IDCW),Regular,QUBFDP-DP,52.2306,-0.56,-1.06,5000.00,INTERIM,11th February 2025
750,INF966L01259,Dividend - Reinvest,Quant Absolute Fund (IDCW),Regular,QUBFDP-DR,52.2306,-0.56,-1.06,5000.00,INTERIM,11th February 2025
751,INF966L01184,Dividend - Payout,Quant Multi Asset Fund (IDCW),Regular,QUGLDP-DP,116.9894,-1.73,-1.46,5000.00,QUARTERLY,11th February 2025
751,INF966L01192,Dividend - Reinvest,Quant Multi Asset Fund (IDCW),Regular,QUGLDP-DR,116.9894,-1.73,-1.46,5000.00,QUARTERLY,11th February 2025
770,INF209K01165,Growth,Aditya Birla SL Equity Advantage Fund (G),Regular,B201G,800.94,-18.49,-2.26,1000.00,,11th February 2025
771,INF090I01LM7,Growth,Franklin India Floating Rate Fund - (G),Regular,145-GR,39.2803,0.02,0.05,1000.00,,11th February 2025
788,INF179K01756,Growth,HDFC Gilt Fund (G),Regular,GLG,53.593,0.03,0.06,100.00,,11th February 2025
789,INF179K01764,Dividend - Reinvest,HDFC Gilt Fund (IDCW),Regular,HDFCGLDR-DR,12.1531,0.00,0.03,100.00,QUARTERLY,11th February 2025
